trend_period,entry_window,exit_window,total_return,sharpe_ratio,max_drawdown,win_rate,avg_win,avg_loss,num_trades
200,25,30,0.12414453021070113,1.5340469301158604,-0.0774639415490932,0.7352941176470589,0.012279107446845527,-0.020572077874150184,34
125,25,15,0.08245207591746566,1.5298181186263315,-0.039989486739841595,0.7741935483870968,0.006883165624866746,-0.012014787740563351,31
175,30,15,0.08054318118428327,1.5086635802336676,-0.056488793670195436,0.7878787878787878,0.006933140113813422,-0.014364313496100624,33
200,20,10,0.09354817874667241,1.5080840694445194,-0.05614105917394019,0.7727272727272727,0.005824589043064437,-0.010661004797761066,44
100,30,20,0.07231325156636431,1.5041893458205946,-0.03998948673984126,0.8,0.008106309583608822,-0.014609132532019726,20
125,20,15,0.09144978985054858,1.5024668444247011,-0.042716894170999664,0.7631578947368421,0.00724403352445051,-0.013336888426158171,38
125,30,15,0.06978599248441787,1.4961617958907978,-0.03998948673984093,0.8,0.007205792945393358,-0.014978844613041341,25
200,20,25,0.11913415993813105,1.43561197945419,-0.09124620776537007,0.775,0.009839341289589666,-0.020896537278538588,40
100,30,25,0.0794348494498363,1.4344011312604623,-0.061758441862980185,0.8,0.010050754821142979,-0.020548503993050644,20
200,10,30,0.12687583274611716,1.4199181779316103,-0.13312452390956564,0.75,0.009723199414092326,-0.020214241538050504,56
200,5,30,0.14196587010017647,1.4155226042446136,-0.10571160035328087,0.7560975609756098,0.00791844049803874,-0.01755131718091916,82
200,30,30,0.10401538579740027,1.401303996579794,-0.08082213527496962,0.7419354838709677,0.012065275315937386,-0.02177330689248862,31
175,10,15,0.10893643978141063,1.3904484773126509,-0.08564106198763466,0.7647058823529411,0.0066407893642354745,-0.01484316490648498,68
100,25,30,0.09810081299061695,1.388492020517113,-0.06230577451953745,0.75,0.011235055337514541,-0.019822251191045998,28
100,20,20,0.08589565399373386,1.364226262276046,-0.03998948673984115,0.7575757575757576,0.007564166079174512,-0.013069423009776218,33
150,25,15,0.0750210147314203,1.3533601472486463,-0.043404154594405164,0.7714285714285715,0.006807309194370541,-0.013655157629954654,35
200,30,10,0.06791915938015754,1.3333891975719026,-0.061612713924346196,0.7575757575757576,0.006075961728674675,-0.010560720701154951,33
100,30,5,0.044844110418431046,1.325668400709782,-0.03246183325560381,0.75,0.005204346868056345,-0.006695614941839114,20
200,5,25,0.12830604273399004,1.305593987922559,-0.10653123918949248,0.75,0.007348276743085586,-0.016244105902822492,88
200,15,10,0.08771372582810855,1.2997452434123629,-0.08431386999710277,0.7586206896551724,0.005755285072732184,-0.011872456638719817,58
200,5,20,0.12522790483457738,1.2920673730335617,-0.10812243110056052,0.7311827956989247,0.00699849004568298,-0.014056458327613978,93
200,15,25,0.10707717294032681,1.2818061102689822,-0.13225380206971882,0.7647058823529411,0.009152655857008267,-0.02083747140851218,51
175,15,15,0.09263733617547623,1.275119169321603,-0.08445304315461843,0.7857142857142857,0.006641822476767531,-0.016645086282589743,56
200,10,25,0.10932931476796658,1.2647921227594998,-0.13138739208935457,0.7666666666666667,0.008521552273458079,-0.020192601102967334,60
175,20,30,0.10224460017473812,1.2467430330299027,-0.08471517656667926,0.7435897435897436,0.010963193685053467,-0.021554634234810716,39
175,20,15,0.07829175032415715,1.2435321321974409,-0.058904993372315695,0.7674418604651163,0.00678019688544204,-0.014554108512802966,43
100,10,20,0.0966749605027957,1.2390352513091434,-0.12118342359724488,0.7627118644067796,0.007292842802017073,-0.016534494467133058,59
200,15,5,0.07413489390134691,1.2366958372787706,-0.05431419898835754,0.6984126984126984,0.004502055296553609,-0.006562219662521929,63
125,25,10,0.061195788572337366,1.228935270767829,-0.04072084615696148,0.6774193548387096,0.006158868419178895,-0.006861514566978486,31
150,15,15,0.08583700844740852,1.2167803618321342,-0.08445304315461799,0.7777777777777778,0.006757641333029009,-0.016470590168474457,54
200,25,20,0.0834875517580831,1.2145397408848113,-0.06896822820102744,0.75,0.008250687548582256,-0.015533941032450914,36
75,20,20,0.057982646419775116,1.2082281117539468,-0.039989486739841706,0.8260869565217391,0.006520748124789475,-0.01653499883451542,23
200,30,20,0.0775903398678507,1.1949570638432987,-0.08193653295295544,0.71875,0.009120049121643586,-0.01469537881522818,32
175,30,30,0.08611813249542301,1.1888587105852237,-0.08082213527496829,0.7419354838709677,0.011344085953715378,-0.021773306892488582,31
100,25,5,0.04881033580045951,1.1776657682737297,-0.032461833255604144,0.7142857142857143,0.004868321772562172,-0.006109672631371711,28
150,20,10,0.0658061055916749,1.1757562803186712,-0.04012102287012498,0.7317073170731707,0.005755910672860629,-0.009732864740584964,41
150,30,20,0.06894342820539878,1.1693015193050265,-0.0598738305443306,0.7241379310344828,0.008390239780564192,-0.013410657198200879,29
175,30,10,0.05809066216400552,1.1689109156879556,-0.06161271392434731,0.7272727272727273,0.0059537662147307975,-0.009419181630424076,33
100,20,15,0.06455177261573954,1.1680772619374362,-0.03998948673984093,0.7575757575757576,0.0064600260236582305,-0.012128401795482182,33
175,10,20,0.09469224371745222,1.1479908206966345,-0.12618328091089903,0.7538461538461538,0.007666604833548414,-0.017491493827043274,65
100,10,30,0.0964886790081744,1.1452009511888366,-0.1370714596750945,0.7454545454545455,0.009278791274749636,-0.020197209369081207,55
75,25,30,0.05456272732899342,1.1372127248710537,-0.06215754213515989,0.8,0.011688467931867064,-0.028270484121566856,15
200,10,10,0.08122925947225977,1.13096774029713,-0.0772662162565938,0.7222222222222222,0.00561926341494365,-0.010536673886841336,72
200,25,10,0.06103617204549792,1.1207401722145136,-0.05694269945157304,0.7297297297297297,0.005712259402064666,-0.00933014283566553,37
150,20,20,0.07578909415921607,1.1152139729614943,-0.06598506697581352,0.7435897435897436,0.007810175980278186,-0.015057172224958029,39
75,20,30,0.0637832470348083,1.1119140853558083,-0.0744596467449653,0.782608695652174,0.01002335537476918,-0.02315538034064877,23
125,20,10,0.06151160294776455,1.110914953508405,-0.039989486739840485,0.717948717948718,0.006003906492425911,-0.009684143145934162,39
175,5,30,0.10486018985550309,1.0859574032042394,-0.10571160035328253,0.7469879518072289,0.007798865981874745,-0.017927781630634815,83
75,25,20,0.04156381273323514,1.0751529676115477,-0.03998948673984104,0.8666666666666667,0.007280708713775601,-0.02635096280110043,15
125,10,15,0.0807012076813604,1.0734639477680847,-0.10584419127309885,0.75,0.006690499598045154,-0.015233525228315762,68
100,15,15,0.06683035671627222,1.0708824298908708,-0.0717689984938159,0.7727272727272727,0.0061504293586205315,-0.014180987110512567,44
175,15,30,0.08952025717672786,1.066394430576788,-0.1283442415851085,0.7346938775510204,0.01025203279253794,-0.021348243364877364,49
100,10,10,0.07209359365122855,1.063452179957595,-0.06430581546096581,0.6923076923076923,0.0056139432227302645,-0.009013173505881872,65
100,5,15,0.09215503699912114,1.0541983434640436,-0.09654034700266412,0.6881720430107527,0.006216807872486139,-0.010495848263949776,93
100,5,30,0.09884379311685261,1.0348170289289185,-0.1389810242078111,0.7469879518072289,0.00770103602621878,-0.017903492854609532,83
125,25,20,0.06402530277114256,1.0305629468937418,-0.05486698053048167,0.7419354838709677,0.007788592859128264,-0.01435403969257628,31
125,15,15,0.06811239892218746,1.016546009667097,-0.11200254042522761,0.7647058823529411,0.006774106131878319,-0.01621890280320312,51
175,30,20,0.06399360272642116,1.0111975783984224,-0.08193653295295722,0.71875,0.00856287612812777,-0.014695378815228243,32
175,25,30,0.07814837365380135,1.009097389752102,-0.07746394154909597,0.7142857142857143,0.011615613233601288,-0.021028644772304587,35
150,20,30,0.07770474483679628,1.0071345004204253,-0.0847151765666797,0.7297297297297297,0.010935752506235888,-0.02155463423481075,37
175,25,15,0.05703243712625499,0.9974482031990841,-0.054257517289368895,0.7631578947368421,0.006628158663398474,-0.014912712532342763,38
100,20,10,0.050193580286824,0.995795971047565,-0.03998948673984215,0.7058823529411765,0.005579912257275753,-0.008352079313370998,34
150,20,5,0.049400947284612085,0.9935362212306194,-0.03246183325560448,0.6818181818181818,0.004660899724165228,-0.006444835101219815,44
150,10,15,0.0753005504011564,0.9919736445685519,-0.08564106198763588,0.75,0.006652455058097928,-0.015411186897919074,68
175,20,20,0.07080756929291256,0.9904025686352795,-0.0837125475439674,0.7380952380952381,0.007975684483327666,-0.015958624909184357,42
100,25,25,0.06508401581503931,0.9873080766675694,-0.07037087004918008,0.7857142857142857,0.009234501454239185,-0.022827921165870717,28
125,20,20,0.06559599903361704,0.9800967625461505,-0.06983461480754782,0.7297297297297297,0.008015935917861155,-0.015003578470842101,37
175,5,25,0.09164420866695945,0.9728527098725558,-0.10653123918949015,0.7415730337078652,0.007236781233035525,-0.01664466958639318,89
150,15,5,0.05464371502611684,0.9710750714721728,-0.04513700051528036,0.6833333333333333,0.004362374802799829,-0.0065190908393229574,60
125,30,5,0.038103402471994015,0.9652849966992205,-0.037862052818686376,0.6538461538461539,0.006061368245546275,-0.007165498403291391,26
175,5,20,0.08866608811800834,0.9550895437841761,-0.10812243110056219,0.723404255319149,0.0068902738153403,-0.014494943415973037,94
75,20,15,0.0442955452630682,0.9463449494757589,-0.03998948673984126,0.8260869565217391,0.005870099301941058,-0.016716252455432595,23
200,5,15,0.0870967792128924,0.9406206939540483,-0.09794824698720117,0.68,0.006471431109346454,-0.010950250212808647,100
200,30,25,0.06488823424944094,0.9396048876046089,-0.08872797183266423,0.7419354838709677,0.010470117041136073,-0.02177330689248861,31
150,30,5,0.03924599676659073,0.9390741110264837,-0.0378620528186846,0.6774193548387096,0.00521169938599007,-0.006977037685257338,31
175,15,5,0.05372403186334195,0.9265811188781321,-0.05431419898835799,0.6666666666666666,0.004330619819750981,-0.006083026653420004,63
150,30,30,0.06193730924881584,0.9199652461729283,-0.08082213527497195,0.7241379310344828,0.011345079892251073,-0.021773306892488613,29
175,15,20,0.07098323908863785,0.916053793651633,-0.1252074738967286,0.7592592592592593,0.007791955648443145,-0.018939944229650205,54
100,10,25,0.07247889897366422,0.907579532175961,-0.14699896075762886,0.7543859649122807,0.008318049441715516,-0.020175568933998047,57
75,25,15,0.03425970601940371,0.9015057495815239,-0.03998948673984182,0.8666666666666667,0.006736388179310226,-0.02635096280110036,15
200,25,25,0.06567819778522899,0.9007560292591209,-0.08404671406471498,0.7647058823529411,0.009651281319423787,-0.0229200586906568,34
175,10,30,0.07360806046085272,0.8754189367463463,-0.13312452390956564,0.7321428571428571,0.009392960509729036,-0.020542475225893433,56
150,5,30,0.08205183894576548,0.8677765041978686,-0.12897930394906199,0.7411764705882353,0.007762442631021196,-0.018296706961178313,85
100,5,20,0.07760809966442903,0.8639377058938464,-0.13430389347160832,0.7252747252747253,0.006703288112094915,-0.01444941410683786,91
175,20,25,0.06577340640886596,0.8605408687952919,-0.09124620776537151,0.75,0.009379293918539469,-0.021320658236254127,40
150,15,30,0.06755289177218274,0.858334587244687,-0.12834424158510804,0.723404255319149,0.01018840827450543,-0.021187170028770956,47
200,10,5,0.054026751470205636,0.8425618903100898,-0.07023865510916116,0.6419753086419753,0.0046359932165153045,-0.00641828231329562,81
150,25,10,0.04231208865111239,0.839272945294236,-0.04549075858646512,0.6857142857142857,0.005700129033411139,-0.008522990229588974,35
175,20,10,0.04797172321238486,0.8369872268261741,-0.056141059173938856,0.7272727272727273,0.00565926791176159,-0.011002888658156823,44
125,25,5,0.03648719915524307,0.8253846180346748,-0.037434409651892264,0.65625,0.005377880004870324,-0.006898546273848088,32
175,30,25,0.055443463475874526,0.8179113407966431,-0.08872797183266046,0.7419354838709677,0.01007846856693226,-0.021773306892488613,31
125,30,20,0.04343486227991525,0.8141161766163307,-0.05987383054432849,0.72,0.00830721816855372,-0.01498854972508353,25
100,5,25,0.07391957703786921,0.8131220045855524,-0.14378629488472716,0.735632183908046,0.00719718292382131,-0.016622492877848394,87
175,10,5,0.05003920954513232,0.7963835864691604,-0.06639688668023236,0.6296296296296297,0.004578219121478985,-0.0060796575161787495,81
175,10,25,0.06477830982549858,0.7929105789976213,-0.13138739208935168,0.75,0.008362396678011154,-0.020522277486482485,60
125,10,20,0.06164115484385384,0.792015796508701,-0.14549061352792392,0.7384615384615385,0.007638455035167257,-0.01772607009472355,65
100,20,30,0.05602686531364361,0.7902107772457159,-0.07631317053514741,0.7272727272727273,0.010470351877335355,-0.02139275396092262,33
150,10,5,0.047823682910653226,0.7791293198723381,-0.04250921159588705,0.6329113924050633,0.00460921019361358,-0.006258345192196504,79
150,25,20,0.04780242759340163,0.7776226548945981,-0.05095548820479512,0.7352941176470589,0.007568098776230658,-0.015552229377367138,34
100,15,10,0.04405367684163557,0.7742636701036901,-0.07509661275442125,0.6956521739130435,0.005590872192775806,-0.009550560326885562,46
200,20,5,0.0407299699229623,0.7581777368637954,-0.05346860970829692,0.7021276595744681,0.0046730509189634615,-0.008040254211121737,47
150,25,30,0.05414498536947194,0.7524991948739054,-0.07746394154909397,0.696969696969697,0.011640131810515252,-0.021028644772304508,33
75,20,10,0.03000158859049152,0.7325406696555544,-0.04051833354462897,0.7391304347826086,0.004654236072037734,-0.008128302795494697,23
150,10,20,0.056335747585013994,0.7221786571640842,-0.1261832809108968,0.7384615384615385,0.007598032711473347,-0.01790373176432688,65
125,15,5,0.03859794345001283,0.719360238451114,-0.05624738012440478,0.6964285714285714,0.004506131230792885,-0.007992002100057707,56
150,5,25,0.06480948362998369,0.7135474151458723,-0.1297776173230324,0.7333333333333333,0.007259307805853857,-0.017036314141234795,90
150,15,20,0.05137668665142446,0.7134091082851426,-0.12520747389672848,0.75,0.00765946323156613,-0.018778870893543784,52
125,30,30,0.04344473369734478,0.7099123939035481,-0.08082213527496562,0.72,0.010972117616041811,-0.021655962853399706,25
125,20,5,0.034429001376229465,0.708612084450643,-0.03419496304409442,0.6829268292682927,0.005083035095805248,-0.008213391726102819,41
75,5,15,0.0579436680929999,0.7046518048204837,-0.12278815201669335,0.6853932584269663,0.006309751062340522,-0.011535527877873325,89
175,15,25,0.053868663644473236,0.695161330645526,-0.13225380206971615,0.7450980392156863,0.008760671375483973,-0.021168261827526094,51
150,5,20,0.06190457104148554,0.6926566229994858,-0.13132740941077503,0.7157894736842105,0.006912137841899237,-0.014922691396958888,95
125,25,30,0.047796690897682674,0.6890943995817462,-0.09028257338614232,0.7,0.011235055337514547,-0.02057207787415015,30
175,25,20,0.04295049715799578,0.6643568596665632,-0.06896822820102466,0.7297297297297297,0.0077760587022539795,-0.016494321614775178,37
175,15,10,0.04166688334974587,0.6598996714139885,-0.08431386999709889,0.7241379310344828,0.005609570490034319,-0.011977438053896823,58
175,10,10,0.043312048220475484,0.6456615683087165,-0.07726621625659258,0.6944444444444444,0.005643451633331398,-0.010734458802595352,72
75,25,10,0.021182948396699975,0.6278287289176995,-0.039989486739841706,0.7333333333333333,0.004874154861954639,-0.008005713023168735,15
125,20,30,0.044887079223096225,0.6275373608452924,-0.09743305254578172,0.7142857142857143,0.010539137924572941,-0.021501040480694837,35
100,10,5,0.03539261700586794,0.627466749005272,-0.05882339726206476,0.6417910447761194,0.004614507520239847,-0.006733458964917958,67
150,20,25,0.044018684047190254,0.6236262146993601,-0.09124620776536818,0.7368421052631579,0.009308132214324782,-0.021320658236254095,38
75,5,30,0.053500875615152654,0.6144650842554197,-0.16697762395800808,0.7407407407407407,0.007645937521353253,-0.0190112537778249,81
150,25,5,0.027206926872426995,0.6128477497034476,-0.03264065480815703,0.6486486486486487,0.004665027743621663,-0.006456878254200402,37
100,15,5,0.030117275326249363,0.6083801765165213,-0.053839979034819296,0.7021276595744681,0.004244690427948687,-0.007775529124259023,47
75,25,25,0.024794466905394438,0.5881009134479024,-0.06626960283853345,0.8,0.009266295113506342,-0.028270484121566783,15
125,10,5,0.034165341672470456,0.5827146811927778,-0.068974894189616,0.6447368421052632,0.0046848079998993404,-0.007166419271390468,76
150,15,10,0.03518378419532037,0.5814112719339765,-0.08431386999710033,0.7142857142857143,0.0056795676897722245,-0.011846565968310402,56
100,5,10,0.04357307153986058,0.5686781403773474,-0.08704159377348608,0.6764705882352942,0.005210986745548184,-0.009460220965100425,102
100,15,20,0.035998884785572956,0.5661507192271491,-0.12555446157908656,0.75,0.00710525256668174,-0.01778406114569106,44
175,5,15,0.04743838904866334,0.5646556698861893,-0.09794824698719784,0.67,0.00639634729627725,-0.011389850831358322,100
75,20,25,0.028397788957970987,0.5607468045497043,-0.08301200059078451,0.782608695652174,0.007986805113053979,-0.022687428343535546,23
100,20,5,0.023545096125400778,0.559806154107463,-0.03419496304409442,0.7058823529411765,0.004341686257800196,-0.007976746447798135,34
200,5,10,0.045553192431752175,0.5567991391776739,-0.08702286371627699,0.6756756756756757,0.005372863707917273,-0.00980498359455313,111
150,30,25,0.03389959741739458,0.550534184189458,-0.08872797183265979,0.7241379310344828,0.01005017435639768,-0.02177330689248861,29
200,30,5,0.023943184653540082,0.5467606059390379,-0.0618656661661221,0.6764705882352942,0.005219861942778627,-0.008625523769138665,34
175,20,5,0.025881347091273894,0.5230163571990236,-0.05346860970829426,0.6595744680851063,0.004608247007732512,-0.007226559068100397,47
75,30,10,0.015126901462685782,0.5188087313756005,-0.039989486739841484,0.7272727272727273,0.005650125787292862,-0.009861370637272408,11
125,10,30,0.0392257318840615,0.5140364772126654,-0.15227848696473378,0.7142857142857143,0.009354435052498923,-0.020601026172875583,56
175,25,10,0.024870837142009803,0.4905762032860327,-0.0569426994515726,0.6842105263157895,0.005585474992016125,-0.009893837023077173,38
150,15,25,0.034575428735151764,0.4902574293220615,-0.13225380206971782,0.7346938775510204,0.008670955464258355,-0.021007188491419734,49
125,15,30,0.03398806330756834,0.4854012084729742,-0.15360579882475667,0.7111111111111111,0.009718677575278112,-0.020954843230058976,45
75,10,15,0.029994459483105675,0.48381628256649306,-0.09161445074180585,0.7777777777777778,0.006166812599428808,-0.018807262138095113,54
125,30,25,0.02740698226660152,0.4829151763517046,-0.08872797183266035,0.72,0.01009712755666646,-0.021655962853399716,25
75,30,20,0.01449463345240365,0.45720518265286364,-0.03998948673984071,0.8181818181818182,0.007330357934955737,-0.02528083822717866,11
75,10,30,0.03135603893726929,0.45331132592650186,-0.1642578373153044,0.7115384615384616,0.009335056002135305,-0.020586144911646634,52
150,10,30,0.03403234265234769,0.4527015166825755,-0.13312452390956653,0.7142857142857143,0.009305928264066206,-0.020789791696829086,56
125,15,10,0.025776717515047676,0.451919032059665,-0.11186755509280677,0.6981132075471698,0.005808562904981272,-0.01165780044435684,53
125,15,20,0.029288839588142584,0.4490916879632814,-0.1532451891416936,0.7346938775510204,0.007618714098924181,-0.0185465440948317,49
175,25,25,0.029701792863484844,0.4482909650953495,-0.08404671406471509,0.7428571428571429,0.009304823053781917,-0.023166468486772056,35
125,10,25,0.03263038628745326,0.44647268890205366,-0.15057973777227707,0.7333333333333333,0.00834750125806045,-0.02058209079217778,60
125,5,30,0.032638996311989465,0.40892533239719486,-0.12897930394906199,0.7261904761904762,0.007665845617741345,-0.018595215132347017,84
100,15,30,0.026333637288068347,0.40587492232249095,-0.15062908156898214,0.7142857142857143,0.009352671958260542,-0.02082811190267678,42
125,20,25,0.0260416147692049,0.4003022726838595,-0.10519601882552743,0.7222222222222222,0.009331248082735204,-0.021267064482138293,36
75,10,10,0.02178387734511398,0.3933764220343347,-0.08509096406491357,0.7192982456140351,0.005325067877418435,-0.012124634892091996,57
75,5,20,0.029953803741353112,0.39295312027507806,-0.16217105595043368,0.7126436781609196,0.006784291839347683,-0.0153799332823387,87
150,10,25,0.027469956398207433,0.3850585136637343,-0.13138739208935513,0.7333333333333333,0.008303404177667052,-0.02077085631613132,60
175,30,5,0.01595399344819689,0.38390057163262514,-0.0618656661661221,0.6470588235294118,0.00511247057366097,-0.007930635877091873,34
125,5,20,0.028957261257965,0.3792341827921842,-0.1201400725115882,0.7096774193548387,0.006797091972379304,-0.015294516695115825,93
50,30,30,0.00484608281480796,0.36676571453080337,-0.012972505615011065,1.0,0.004850928897622836,0.0,1
100,20,25,0.021558268442986993,0.3565584058399472,-0.08425778863844335,0.7272727272727273,0.008970263847842833,-0.021132780629193076,33
50,5,15,0.023641280135130727,0.3504138686387067,-0.10382638066406424,0.6962025316455697,0.0057151560847269085,-0.011923382758825323,79
75,5,25,0.025816173751147472,0.3462864150973006,-0.1746750756102654,0.7261904761904762,0.007183954500326575,-0.017633926764262422,84
200,25,5,0.014894417933962723,0.33646173575848737,-0.05677453265596599,0.6666666666666666,0.004714300131732225,-0.008175021911017842,39
125,10,10,0.01997543275656717,0.33621193975954483,-0.09765439113412633,0.6805555555555556,0.005739686485734837,-0.011201625392813292,72
150,5,15,0.021690328517458328,0.30472466975476226,-0.1214179384485281,0.6633663366336634,0.006418537651590813,-0.01182085930404167,101
125,25,25,0.01629239692453284,0.2864160923854195,-0.09810704084179067,0.7333333333333333,0.009234501454239165,-0.022920058690656754,30
75,5,10,0.016685698242001855,0.2683753517513664,-0.11582001713812073,0.6701030927835051,0.005420465365497288,-0.010337577274194508,97
75,30,15,0.007450670279172118,0.25184949858607664,-0.03998948673984093,0.8181818181818182,0.006551883017376378,-0.025280838227178776,11
125,5,25,0.016184028216661137,0.24874156789358087,-0.12977761732303472,0.7191011235955056,0.00715151581428501,-0.01736135737150775,89
50,5,30,0.014441479350513873,0.2359172833284367,-0.15183860391821158,0.7432432432432432,0.007043112833116938,-0.019294139049687294,74
150,10,10,0.011666655947183607,0.22232102042114826,-0.0772662162565938,0.6805555555555556,0.005635239646720791,-0.011332940539911384,72
75,20,5,0.006239471136169959,0.20137740246889138,-0.032461833255604144,0.6956521739130435,0.0037003738836955203,-0.007473036200676256,23
150,25,25,0.008683369543517255,0.18189000417942947,-0.08404671406471464,0.7272727272727273,0.009215595160134954,-0.02316646848677208,33
50,30,10,0.0019276868216637013,0.15948679640866154,-0.012972505615011065,1.0,0.0019296145084853134,0.0,1
50,30,25,0.0019276868216637013,0.15948679640866154,-0.012972505615011065,1.0,0.0019296145084853134,0.0,1
50,30,20,0.0019276868216637013,0.15948679640866154,-0.012972505615011065,1.0,0.0019296145084853134,0.0,1
50,30,5,0.0019276868216637013,0.15948679640866154,-0.012972505615011065,1.0,0.0019296145084853134,0.0,1
50,30,15,0.0019276868216637013,0.15948679640866154,-0.012972505615011065,1.0,0.0019296145084853134,0.0,1
175,5,10,0.00571169366994036,0.1424829271239513,-0.08702286371627777,0.6636363636363637,0.0053399011110792935,-0.010228012973753036,110
125,15,25,0.004921970788673025,0.13124228675773428,-0.16445301075025953,0.717391304347826,0.008477533940585737,-0.020774861692707775,46
175,25,5,0.00418474807758048,0.12720312286688754,-0.05677453265596688,0.625,0.004599573254466811,-0.007289111398475599,40
75,10,20,0.004014989002880612,0.1188144425988675,-0.1424415402429109,0.7407407407407407,0.007106865898489181,-0.019678052301641758,54
100,15,25,0.0010954169530185028,0.08017118138797463,-0.15847760012921486,0.7209302325581395,0.008161041304626193,-0.02063313190387959,43
75,30,30,0.0017615887465550258,0.07899743011293438,-0.05762651443166289,0.7272727272727273,0.010666948203912048,-0.027289722716737807,11
200,5,5,-0.0020874949822882625,0.05015141223975958,-0.09852250002616836,0.6,0.004238154476348179,-0.00632615479451234,130
75,30,5,0.0004934442283392855,0.041681704451636166,-0.0324618332556037,0.6363636363636364,0.004881938404264125,-0.008288306721801565,11
75,25,5,-0.0002043458954864036,0.019971943819722556,-0.032461833255604366,0.6666666666666666,0.004055437817634465,-0.00803804113765908,15
100,5,5,-0.004170600671240027,0.014148479372959854,-0.07937705704074904,0.6120689655172413,0.00409314244390419,-0.00647540217010967,116
75,10,25,-0.00528532731912619,0.00023590450594342585,-0.17198042085692133,0.7169811320754716,0.008118667434853549,-0.020565947172235668,53
50,25,10,-0.0005101361063090735,-0.014537609767563884,-0.012972505615010399,0.6666666666666666,0.001400949878390513,-0.003304970993764014,3
75,15,10,-0.007682502064913206,-0.08946179733485742,-0.10042610422460929,0.6923076923076923,0.005186947474066737,-0.01214288141266863,39
50,5,20,-0.01567982462403852,-0.09974023127529044,-0.14302063218158845,0.7272727272727273,0.006207650308319207,-0.0170217650812236,77
150,5,10,-0.017487170543357206,-0.10516932113892134,-0.11077681311913601,0.6607142857142857,0.00530866482756302,-0.010644226813985616,112
75,30,25,-0.005527412471717616,-0.10583600734253071,-0.06175844186298041,0.7272727272727273,0.009742454677670539,-0.027289722716737765,11
75,15,15,-0.010927168929945219,-0.12248976030513208,-0.09718962032225897,0.7631578947368421,0.005970198874201961,-0.020139931665854878,38
50,5,25,-0.018968233906950082,-0.12865051526276836,-0.1596759460201993,0.7236842105263158,0.006588459581778728,-0.017870113722539816,76
125,5,15,-0.022595331068409177,-0.156237211369926,-0.11928173204088799,0.6530612244897959,0.006183356564793813,-0.012116132334931001,98
75,15,30,-0.01730938324916806,-0.17472817705994326,-0.17001261718212457,0.6842105263157895,0.009912911252607988,-0.022531688614654276,38
50,25,5,-0.003639057643677552,-0.19826205754060808,-0.012972505615010399,0.6666666666666666,0.001400949878390513,-0.0064282737672629025,3
150,5,5,-0.028948903723132025,-0.26983123311939927,-0.10080794536974036,0.6,0.004199312332141871,-0.006786688145054853,130
